Citations/Violations,Date,Disposition,Gender,IDOT Classification,Location,Race,Reason for Stop,Search
N/A,7/9/2018 3:08 PM,Verbal Warning,Male,Lane Violation,5500 S. Ingleside,Caucasian,Improper Turn,No
N/A,7/10/2018 12:28 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Woodlawn,African American,"Failure to Yield to Pedestrian In
Crosswalk",No
N/A,7/10/2018 12:45 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. University,Hispanic,Disobeying Traffic Control Signal,No
N/A,7/10/2018 4:56 PM,Verbal Warning,Female,Traffic Sign/Signal,6100 S. Dorchester,African American,Disobeying Stop Sign,No
N/A,7/10/2018 9:51 PM,Verbal Warning,Male,Lane Violation,5723 S Dorchester,Asian,Right turn in front of CTA bus,No
N/A,7/11/2018 9:27 AM,Verbal Warning,Female,Lane Violation,5700 University,African American,Wrong way on a one way,No
N/A,7/11/2018 12:11 PM,Verbal Warning,Female,Traffic Sign/Signal,6000 Woodlawn,Caucasian,Disobey traffic device,No
N/A,7/11/2018 2:52 PM,Verbal Warning,Female,Lane Violation,6000 Drexel,Caucasian,Wrong way on a one way,No
N/A,7/11/2018 2:56 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 Lake Park,Asian,Disobey traffic device,No
N/A,7/11/2018 9:40 PM,Verbal Warning,Female,Equipment,Midway Plaisance/Ellis,African American,Unsafe equipment,No
N/A,7/12/2018 1:05 AM,Verbal Warning,Male,Traffic Sign/Signal,6000 S. Ellis,African American,Ran stop sign,No
N/A,7/12/2018 8:12 AM,Verbal Warning,Male,Traffic Sign/Signal,1017 E 61st,Caucasian,Disobey traffic control device,No
N/A,7/12/2018 8:31 AM,Verbal Warning,Male,Traffic Sign/Signal,5140 Hyde Park,African American,Disobey traffic control device,No
N/A,7/12/2018 9:51 AM,Verbal Warning,Male,Traffic Sign/Signal,1301 E 55th,Asian,Disobey traffic control device,No
N/A,7/12/2018 10:36 AM,Verbal Warning,Male,Moving Violation � Other,1522 E 53rd,Caucasian,Talking on Cell Phone,No
N/A,7/12/2018 8:31 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 S. Dorchester,African American,Ran stop sign,No
N/A,7/12/2018 8:44 PM,Verbal Warning,Female,Traffic Sign/Signal,1165 E. 61st St,African American,Ran stop sign,No
Four citations issued,7/12/2018 9:30 PM,Citation Issued,Female,Lane Violation,6000 S. Stony Island,African American,Improper lane usage,Yes
N/A,7/12/2018 9:40 PM,Verbal Warning,Male,Equipment,5100 S. Greenwood,African American,Unsafe equipment,No
Two citations issued,7/13/2018 9:51 AM,Citation Issued,Male,Traffic sign/signal,5500 S Harper,African American,Disobeyed Stop Sign,No
N/A,7/13/2018 5:45 PM,Verbal Warning,Female,Traffic Sign/Signal,5736  S. Woodlawn,African American,Red Light Violation,No
N/A,7/13/2018 6:31 PM,Verbal Warning,Male,Traffic Sign/Signal,6200 S. Stony Island,African American,Red Light Violation,No
N/A,7/13/2018 7:28 PM,Verbal Warning,Male,Lane Violation,5600 S. Stony Island,African American,Wrong Way - One Way Street,No
N/A,7/13/2018 7:52 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. University,Caucasian,Red Light Violation,No
One citation issued,7/13/2018 7:58 PM,Citation Issued,Male,Traffic Sign/Signal,5500 S. University,African American,Stop Sign Violation,No
N/A,7/13/2018 11:45 PM,Verbal Warning,Male,Traffic Sign/Signal,E/B MDW Plaisance & Dorchester,Caucasian,Red Light Violation,No
N/A,7/14/2018 3:28 PM,Verbal Warning,Female,Traffic sign/signal,6000 S Kenwood,African American,Disobeyed Stop Sign,No
N/A,7/14/2018 7:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5641 S Woodlawn,African American,Red light violation,No
N/A,7/15/2018 1:21 AM,Verbal Warning,Female,Lane Violation,5600 S Lake Park,Hispanic,Wrong way,No
N/A,7/15/2018 1:56 AM,Verbal Warning,Male,Follow too close,6330 S University,African American,Following too close,No
N/A,7/16/2018 12:09 PM,Verbal Warning,Female,Moving Violation � Other,5700 Stony,Caucasian,Cell Phone violation,No
N/A,7/16/2018 12:41 PM,Verbal Warning,Male,Traffic Sign/Signal,1174 E 57th,Caucasian,Disobeyed traffic control device,No
N/A,7/16/2018 6:58 PM,Verbal Warning,Male,Lane Violation,860 E. 59th St.,Caucasian,Improper lane usage,No
Two citations issued,7/16/2018 8:02 PM,Citation Issued,Male,Traffic Sign/Signal,5200 S. Ingleside,African American,Disobeyed stop sign,No
Two citations issued,7/16/2018 8:33 PM,Citation Issued,Male,Lane Violation,5300 S. Dorchester,African American,Wrong way on one way road,No
N/A,7/16/2018 9:08 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 S. Dorchester,African American,Disobeyed stop sign,No
N/A,7/17/2018 8:20 AM,Verbal Warning,Male,Traffic Sign/Signal,Midway Plaisance at Dorchester,African American,Disobeyed traffic light,No
N/A,7/17/2018 8:51 AM,Verbal Warning,Male,Traffic Sign/Signal,5144 Cornell,African American,Stop sign violation,No
N/A,7/17/2018 6:26 PM,Verbal Warning,Male,Lane Violation,5331 S. Greenwood,Caucasian,Wrong way on one way road,No
N/A,7/17/2018 6:22 PM,Verbal Warning,Female,Traffic sign/signal,5300 S. Blackstone,Caucasian,Failure to yield at crosswalk,No
N/A,7/17/2018 8:12 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway Plaisance/Dorchester,African American,Disobey traffic control device,No
N/A,7/16/2018 9:08 PM,Verbal Warning,Male,Traffic Sign/Signal,6000 S. Dorchester,African American,Disobeyed stop sign,No
Two citations issued,7/18/2018 9:47 AM,Citation Issued,Female,Traffic Sign/Signal,5400 S. Drexel,African American,Disobeyed Stop Sign,No
N/A,7/18/2018 6:16 PM,Verbal Warning,Male,Lane Violation,E/B Midway Plaisance & Blackstone,African American,Improper Lane Usage - Wrong Side,No
N/A,7/18/2018 11:24 PM,Verbal Warning,Male,Traffic Sign/Signal,1350 E. 53rd Street,Hispanic,Stop Sign Violation,No
N/A,7/20/2018 8:25 PM,Verbal Warning,Female,Traffic sign/signal,5500 S. Drexel,African American,Disobeyed redlight,No
N/A,7/21/2018 12:20 AM,Verbal Warning,Male,Traffic sign/signal,5200 S. Ingleside,Caucasian,Disobeyed Stop Sign,No
N/A,7/21/2018 11:24 AM,Verbal Warning,Male,Traffic sign/signal,5467 S. Ellis,Caucasian,Failure to yield to pedestrian in crosswalk,No
N/A,7/21/2018 2:51 PM,Verbal Warning,Male,Traffic sign/signal,5200 S. University,Caucasian,Disobeyed Stop Sign,No
N/A,7/21/2018 8:45 PM,Verbal Warning,Female,Traffic sign/signal,6300 S. Maryland,African American,Disobeyed Stop Sign,No
N/A,7/21/2018 8:53 PM,Verbal Warning,Male,Traffic sign/signal,5300 S. Greenwood,African American,Disobeyed Stop Sign,No
N/A,7/21/2018 9:01 PM,Verbal Warning,Male,Traffic sign/signal,6300 S. Woodlawn,African American,Disobeyed traffic control device,No
N/A,7/21/2018 9:05 PM,Verbal Warning,Female,Equipment,5800 S. Woodlawn,Caucasian,No headlights when required,No
N/A,7/21/2018 10:33 PM,Verbal Warning,Male,Equipment,5700 S. Woodlawn,African American,No rear brake lights,No
N/A,7/21/2018 11:06 PM,Verbal Warning,Female,Moving Violation - Other,5500 S. Lake Park,African American,Wrong way on one way street,No
N/A,7/22/2018 2:01 AM,Verbal Warning,Male,Traffic sign/signal,6100 S. Cottage Grove,African American,Disobeyed traffic control device,No
N/A,7/22/2018 10:30 AM,Verbal Warning,Male,Traffic sign/signal,5300 S. University,African American,Disobeyed Stop Sign,No
N/A,7/22/2018 10:44 AM,Verbal Warning,Female,Traffic sign/signal,5700 S. Woodlawn,Caucasian,Disobeyed Stop Sign,No
N/A,7/22/2018 11:18 AM,Verbal Warning,Male,Lane Violation,1605 E. 55th Street,African American,Improper U-Turn,No
N/A,7/22/2018 3:38 PM,Verbal Warning,Male,Traffic sign/signal,4937 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,7/22/2018 7:33 PM,Verbal Warning,Female,Traffic sign/signal,5541 S. Woodlawn,Caucasian,Disobeyed Stop Sign,No
N/A,7/22/2018 8:09 PM,Verbal Warning,Female,Traffic sign/signal,5000 S.Dorchester,African American,Disobeyed Stop Sign,No
N/A,7/23/2018 7:13 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway Plaisance & Woodlawn,Asian,Stop Sign Violation,No
N/A,7/23/2018 10:07 PM,Verbal Warning,Male,Traffic Sign/Signal,1634 E. 53rd Street,African American,Red Light Violation,No
N/A,7/24/2018 5:01 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Kenwood,Hispanic,Stop Sign Violation,No
N/A,7/24/2018 7:48 AM,Verbal Warning,Female,Traffic Sign/Signal,6300 S. Ellis Ave,African American,disobey stop sign,No
N/A,7/24/2018 2:08 PM,Verbal Warning,Male,Traffic Sign/Signal,4800 S. Drexel,African American,disobey traffic control device,No
N/A,7/25/2018 10:07 AM,Verbal Warning,Female,Lane Violation,5900 S. Ellis Ave,African American,Wrong way - one way,No
N/A,7/25/2018 5:13 PM,Verbal Warning,Female,Traffic Sign/Signal,1372 E. 53rd Street,African American,Failure to Stop - Stop Sign,No
N/A,7/26/2018 8:35 AM,Verbal Warning,Male,Traffic Sign/Signal,5100 S. Cornell Ave,African American,Ran stop sign,No
N/A,7/26/2018 9:06 AM,Verbal Warning,Female,Traffic Sign/Signal,6300 S. Kenwood Ave,African American,Ran red light,No
N/A,7/26/2018 11:03 AM,Verbal Warning,Male,Traffic Sign/Signal,4800 S. Woodlawn  Ave,Caucasian,Ran stop sign,No
N/A,7/26/2018 12:28 PM,Verbal Warning,Female,Lane Violation,5800 S. Ellis Ave,Caucasian,Illegal U-Turn,No
N/A,7/26/2018 12:37 PM,Verbal Warning,Female,Lane Violation,5229 S. Lake Park Ave,Caucasian,Wrong way on one way street,No
N/A,7/26/2018 12:48 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 S. Greenwood  Ave,Hispanic,Ran stop sign,No
N/A,7/26/2018 3:22 PM,Verbal Warning,Female,Traffic Sign/Signal,1158 S. 53rd Street,Hispanic,Ran stop sign,No
N/A,7/26/2018 3:45 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Lake Park Ave,Hispanic,Ran stop sign,No
N/A,7/27/2018 8:55 AM,Verbal Warning,Male,Traffic Sign/Signal,4900 S. Ellis,African  American,Disobeyed traffic control device,No
One citation issued,7/27/2018 5:17 PM,Citation Issued,Male,Traffic Sign/Signal,1333 E. 55th Street,Hispanic,Disobeyed traffic control device,No
N/A,7/27/2018 8:17 PM,Verbal Warning,Male,Moving Violation - Other,5500 S. Ellis,African American,Failure To Yield - Turning Left,No
N/A,7/27/2018 8:31 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S. Kimbark,African American,Red Light Violation,No
N/A,7/27/2018 10:47 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 S. Drexel,African American,Stop Sign Violation,No
Two citations issued,7/27/2018 12:44 AM,Citation Issued,Female,Traffic Sign/Signal,5400 S. Ellis,African American,Stop Sign Violation,No
N/A,7/28/2018 5:20 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Ellis,African  American,Disobeyed traffic control device,No
N/A,7/28/2018 7:37 PM,Verbal Warning,Female,Lane Violation,4700 S. Lake Park,African American,Improper Turn,No
N/A,7/28/2018 7:46 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 S. Woodlawn,African American,Failure To Yield To Pedestrian,No
N/A,7/28/2018 7:56 PM,Verbal Warning,Male,Lane Violation,5500 S. Blackstone,African American,Improper Overtaking,No
N/A,7/28/2018 9:33 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Harper,African American,Red Light Violation,No
N/A,7/29/2018 9:02 AM,Verbal Warning,Female,Traffic Sign/Signal,1178 E. Midway Plaisance,Asian,Ran stop sign,No
N/A,7/29/2018 12:20 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Woodlawn,African American,Failure to yield to pedestrian in crosswalk,No
N/A,7/29/2018 3:37 PM,Verbal Warning,Female,Traffic Sign/Signal,6000 S. University Ave,Hispanic,Disobeyed traffic control device,No
N/A,7/30/2018 12:07 PM,Verbal Warning,Male,Traffic Sign/Signal,5100 Lake Park,Caucasian,Failed to stop at sign,No
N/A,7/30/2018 2:21 PM,Verbal Warning,Female,Traffic Sign/Signal,1000 Midway Plaisance,African American,Failed to stop at light,No
N/A,7/30/2018 3:33 PM,Verbal Warning,Female,Traffic Sign/Signal,5200 Lake Park,Caucasian,Failed to stop at light,No
N/A,7/30/2018 3:36 PM,Verbal Warning,Female,Lane Violation,821 E 55th,African American,Wrong way on one way,No
N/A,7/30/2018 4:00 PM,Verbal Warning,Female,Traffic Sign/Signal,1119 E 53rd,African American,Failed to stop at sign,No
N/A,7/30/2018 4:10 PM,Verbal Warning,Male,Traffic Sign/Signal,1000 Midway Plaisance,African American,Failed to stop at sign,No
N/A,7/30/2018 7:39 PM,Verbal Warning,Male,Lane Violation,5825 S. Ellis,Asian,Improper lane usage,No
N/A,7/30/2018 10:06 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 S. Cottage,African American,Disobeyed traffic control device,No
N/A,7/30/2018 11:10 PM,Verbal Warning,Male,Traffic Sign/Signal,1108 E. 53rd St,African American,Disobeyed traffic control device,No
N/A,7/31/2018 3:43 PM,Verbal Warning,Female,Traffic Sign/Signal,1125 E 53rd,African American,Failed to stop at light,No
N/A,7/31/2018 12:26 PM,Verbal Warning,Male,Lane Violation,5500 Harper,African American,Improper turn,No
N/A,7/31/2018 8:29 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Ellis,African American,Disobeyed stop sign,No
N/A,7/31/2018 10:21 PM,Verbal Warning,Male,Traffic Sign/Signal,5600 S. Ellis,African American,Disobeyed stop sign,No
N/A,8/1/2018 4:19 PM,Verbal Warning,Male,Traffic Sign/Signal,5700 S. Cornell,Hispanic,Disobeyed Stop Sign,No
N/A,8/1/2018 7:56 PM,Verbal Warning,Male,Traffic Sign/Signal,5300 S. Ellis,African American,Stop Sign Violation,No
N/A,8/2/2018 2:00 AM,Verbal Warning,Male,Lane Violation,5300 S. Kimbark,African American,Wrong Way Down One Way Street,No
N/A,8/2/2018 8:24 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 S Everett,Caucasian,Disobey stop sign,No
N/A,8/2/2018 10:13 PM,Verbal Warning,Male,Lane Violation,5500 S University,Caucasian,Wrong way on one way street,No
N/A,8/3/2018 8:57 AM,Verbal Warning,Male,Lane Violation,5656 S. Dorchester,African American,Wrong way on one way street,No
N/A,8/3/2018 3:11 PM,Verbal Warning,Female,Traffic Sign/Signal,6100 S. Langley,African American,Ran stop sign,No
N/A,8/3/2018 8:27 PM,Verbal Warning,Female,Traffic Sign/Signal,5100 Blackstone,African American,Failed to stop at sign,No
N/A,8/3/2018 11:20 PM,Verbal Warning,Female,Traffic Sign/Signal,5300 Ingleside,African American,Failed to stop at sign,No
N/A,8/4/2018 8:32 AM,Verbal Warning,Female,Traffic Sign/Signal,1165 E. 53rd St,African American,Ran stop sign,No
N/A,8/4/2018 5:51 PM,Verbal Warning,Male,Traffic Sign/Signal,5233 Ellis,African American,Failed to stop at sign,No
N/A,8/4/2018 8:44 PM,Verbal Warning,Male,Lane Violation,5900 Ellis,African American,Wrong way on a one way,No
N/A,8/4/2018 10:07 PM,Verbal Warning,Female,Lane Violation,5100 University,African American,Wrong way on a one way,No
N/A,8/4/2018 11:20 PM,Verbal Warning,Male,Traffic Sign/Signal,6100 Dorchester,Caucasian,Disobeyed a stop light,No
N/A,8/5/2018 3:28 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 Dorchester,African American,Failed to stop at sign,No
N/A,8/5/2018 10:02 AM,Verbal Warning,Female,Traffic Sign/Signal,1002 E. 55th st,African American,Disobey stopsign,No
N/A,8/5/2018 11:49 AM,Verbal Warning,Female,Lane Violation,5900 S. Ellis Ave.,Caucasian,Wrong way on one way street,No
N/A,8/5/2018 4:30 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway  Plaisance/Dorchester,Caucasian,Ran stop sign,No
N/A,8/5/2018 6:10 PM,Verbal Warning,Male,Traffic Sign/Signal,Midway/Ellis,Caucasian,Disobeyed traffic control device,No
Four citations issued,8/5/2018 8:33 PM,Citation Issued,Female,Traffic Sign/Signal,5400 S. Cottage,African American,Disobeyed traffic control device,No
N/A,8/6/2018 9:26 AM,Verbal Warning,Male,Traffic sign/signal,1200 E/B Midway Plaisance,African American,Disobeyed Stop Sign,No
N/A,8/6/2018 6:38 PM,Verbal Warning,Male,Traffic sign/signal,5725 S. Woodlawn,African American,Disobeyed Stop Sign,No
N/A,8/6/2018 6:58 PM,Verbal Warning,Female,Lane Violation,1348 E. 51th Street,African American,Improper lane usage,No
N/A,8/6/2018 10:10 PM,Verbal Warning,Female,Equipment,5700 S. Cottage Grove,African American,No headlights when required,No
N/A,8/7/2018 4:31 PM,Verbal Warning,Male,Lane Violation,6000 S Dorchester,Caucasian,Failed to yield to pedestrians in a marked crosswalk,No
N/A,8/8/2018 12:45 AM,Verbal Warning,Female,Speed,5500 S Drexel,African American,Speeding - Over Statutory Limit,No
Two citations issued,8/8/2018 9:43 AM,Citation Issued,Female,Traffic Sign/Signal,5104 S. Lake Park,African American,Disobeyed Stop Sign,No
N/A,8/8/2018 11:23 AM,Verbal Warning,Female,Traffic Sign/Signal,4900 S. Drexel,African American,Disobeyed traffic control device,No
N/A,8/8/2018 2:28 PM,Verbal Warning,Female,Lane Violation,5100 S. Blackstone,African American,Driving wrong way one way street,No
N/A,8/8/2018 4:47 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 S. Dorchester,Hispanic,Disobeyed red light,No
N/A,8/8/2018 6:11 PM,Verbal Warning,Female,Lane Violation,5100 Lake Park,African American,Improper  U-Turn,No
N/A,8/9/2018 3:16 PM,Verbal Warning,Female,Seatbelt,5428 Lake Park,African American,Child under 8 y/o seatbelt violation,No
N/A,8/9/2018 11:04 PM,Verbal Warning,Male,Traffic Sign/Signal,930 E 53rd St,Asian,Disobeyed Stop Sign,No
One citation issued,8/11/2018 1:46 AM,Citation Issued,Male,Traffic Sign/Signal,5300 S Woodlawn,African American,Stop sign violation,No
N/A,8/11/2018 9:37 AM,Verbal Warning,Female,Traffic Sign/Signal,6300 S. Cottage Grove,African American,"Improper left turn, with signs
posted. Causing traffic to apply
brakes to avoid hitting her.",No
N/A,8/11/2018 9:38 AM,Verbal Warning,Male,Traffic Sign/Signal,5900 S. Ellis Ave,Caucasian,"Observed vehicle driving through
a stop sign, without applying brakes.",No
Two citations issued,8/11/2018 5:13 PM,Citation Issued,Male,Traffic Sign/Signal,1160 E. Midway Plaisance,African American,"Driver drove through a solid red
circular traffic light, almost causing a traffic crash",No
N/A,8/11/2018 7:50 PM,Verbal Warning,Female,Traffic Sign/Signal,5400 S. Drexel,African American,Stop Sign Violation,No
N/A,8/11/2018 8:19 PM,Verbal Warning,Female,Lane Violation,5900 S. Maryland,Caucasian,Wrong Way on One Way,No
N/A,8/11/2018 9:36 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Ingleside,African American,Red Light Violation,No
N/A,8/11/2018 9:47 PM,Verbal Warning,Male,Traffic Sign/Signal,1448 E. 57th Street,African American,Stop Sign Violation,No
N/A,8/11/2018 11:56 PM,Verbal Warning,Female,Equipment,5600 S. Stony Island,African American,Amplified Sound System,No
One citation issued,8/12/2018 2:22 AM,Citation Issued,Female,Traffic Sign/Signal,5300 S. Kenwood,African American,Stop Sign Violation,No
N/A,8/12/2018 9:27 AM,Verbal Warning,Male,Traffic Sign/Signal,6300 S. Drexel,Hispanic,"Improper left turn, 3 signs posted. Causing traffic to have to brake. Impeding the flow of traffic.",No
N/A,8/12/2018 2:48 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 S. Harper,African American,"Improper right turn, 3 signs posted. Causing pedestrians crossing the intersection to have to stop. Placing them in harms way",No
N/A,8/12/2018 8:28 PM,Verbal Warning,Female,Traffic Sign/Signal,5500 S. Ellis,African American,Red Light Violation,No
N/A,8/12/2018 11:42 PM,Verbal Warning,Female,Lane Violation,5300 S. Cornell,African American,Cutting Across Traffic Lanes,No
N/A,8/13/2018 1:50 AM,Verbal Warning,Male,Traffic Sign/Signal,5800 S. Blackstone,Caucasian,Stop Sign Violation,No
N/A,8/13/2018 8:45 AM,Verbal Warning,Female,Traffic sign/signal,5400 S Woodlawn,Caucasian,disobey redlight,No
N/A,8/13/2018 7:03 PM,Verbal Warning,Male,Lane Violation,1414 E 59th,Caucasian,Wrong way on one way,No
N/A,8/13/2018 8:13 PM,Verbal Warning,Male,Traffic Sign/Signal,5900 Woodlawn,African American,Failed to stop at sign,No
N/A,8/13/2018 9:00 PM,Verbal Warning,Male,Moving Violation � Other,5555 Ellis,African American,Failure to yield right of way,No
N/A,8/13/2018 9:09 PM,Verbal Warning,Male,Traffic Sign/Signal,5200 Kimbark,African American,Failed to stop at sign,No
N/A,8/13/2018 9:10 PM,Verbal Warning,Female,Lane Violation,5900 University,African American,Wrong way on one way,No
N/A,8/13/2018 10:37 PM,Verbal Warning,Female,Lane Violation,Midway/Dorchester,African American,Wrong way on one way,No
N/A,8/13/2018 10:42 PM,Verbal Warning,Male,Lane Violation,5400 Drexel,African American,Illegal U-Turn,No
N/A,8/13/2018 11:40 PM,Verbal Warning,Male,Lane Violation,5700 Blackstone,African American,Wrong way on one way,No
N/A,8/14/2018 12:48 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 Woodlawn,Hispanic,Failed to stop at sign,No
N/A,8/14/2018 1:05 AM,Verbal Warning,Female,Traffic Sign/Signal,5500 Ellis,African American,Failed to stop at sign,No
One citation issued,8/14/2018 12:01 PM,Citation Issued,Male,Traffic Sign/Signal,5530 S Lake Park,African American,Disobeyed stop sign,No
Two citations issued,8/14/2018 6:55 PM,Citation Issued,Female,Traffic Sign/Signal,5300 Lake Park,Hispanic,Failed to stop at light,No
N/A,8/14/2018 8:34 PM,Verbal Warning,Male,Traffic Sign/Signal,4700 Lake Park,Hispanic,Failed to stop at light,No
N/A,8/14/2018 8:43 PM,Verbal Warning,Female,Traffic Sign/Signal,4700 Kenwood,African American,Failed to stop at light,No
N/A,8/14/2018 9:10 PM,Verbal Warning,Female,Equipment,800 Midway Plaisance,African American,Driving without Headlights,No
N/A,8/14/2018 11:44 PM,Verbal Warning,Male,Lane Violation,Stony/Midway,Caucasian,Wrong way on a one way,No
N/A,8/15/2018 8:02 AM,Verbal Warning,Male,Moving Violation � Other,5900 S. Ellis,Asian,Failure to Yield at Intersection,No
N/A,8/15/2018 8:46 AM,Verbal Warning,Female,Moving Violation � Other,5400 S. Maryland,African American,Failure to Yield at Intersection,No
N/A,8/15/2018 12:23 PM,Verbal Warning,Female,Traffic Sign/Signal,4900 S. Greenwood,Asian,Disobeyed Stop Sign,No
N/A,8/16/2018 10:41 AM,Verbal Warning,Male,Traffic sign/signal,5500 S. Kimbark,Caucasian,Disobeyed Stop Sign,No
N/A,8/16/2018 7:30 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. University,African American,Disobeyed Stop Sign,No
N/A,8/16/2018 8:27 PM,Verbal Warning,Male,Traffic sign/signal,5500 S. Harper,African American,Disobeyed redlight,No
Two citations issued,8/17/2018 9:37 AM,Citation Issued,Female,Moving Violation  � Other,5500 S. Blackstone,African American,Failure to yield,No
One citation issued,8/17/2018 11:50 AM,Citation Issued,Male,Traffic Sign/Signal,1307 E. 60th St.,African American,Disobeyed stop sign,No
N/A,8/17/2018 1:33 PM,Verbal Warning,Male,Traffic Sign/Signal,5649 S. Woodlawn,African American,Disobeyed stop sign,No
N/A,8/17/2018 3:01 PM,Verbal Warning,Female,Traffic Sign/Signal,5000 S. Drexel,African American,Disobeyed traffic control device,No
Two citations issued,8/17/2018 10:39 PM,Citation Issued,Female,Lane Violation,6300 Ingleside,African American,Improper passing,No
N/A,8/18/2018 7:46 PM,Verbal Warning,Female,Lane Violation,1050 E 60th,African American,Illegal passing,No
One citation issued,8/18/2018 9:23 PM,Citation Issued,Male,Traffic Sign/Signal,5300 Kenwood,African American,Failed to stop at sign,No
N/A,8/19/2018 11:37 AM,Verbal Warning,Female,Traffic Sign/Signal,5900 S. Ellis,African American,Disobeyed stop sign,No
Two citations issued,8/19/2018 10:47 PM,Citation Issued,Male,Traffic Sign/Signal,5300 Dorchester,African American,Failed to stop at sign,Yes
N/A,8/20/2018 12:31 AM,Verbal Warning,Male,Traffic Sign/Signal,5300 Woodlawn,African American,Failed to stop at sign,No
N/A,8/20/2018 9:49 AM,Verbal Warning,Male,Lane Violation,5800 S. Woodlawn,African American,Improper Lane Usage,No
Two citations issued,8/20/2018 3:37 PM,Citation Issued,Male,Equipment,5500 S. Dorchester,Hispanic,No Functioning Rear Tail Light,No
N/A,8/21/2018 10:49 AM,Verbal Warning,Male,Lane Violation,6300 S. Evans,Hispanic,Improper Left Turn,No
Three citations issued,8/21/2018 1:33 PM,Citation Issued,Male,Lane Violation,5500 S. University,African American,Improper Overtaking,No
One citation issued,8/21/2018 9:21 PM,Citation Issued,Male,Traffic Sign/Signal,5300 S. Woodlawn,African American,Red Light Violation,No
N/A,8/22/2018 7:19 AM,Verbal Warning,Male,Traffic Sign/Signal,1200 E. 57th St.,Caucasian,Disobeyed stop sign,No
N/A,8/22/2018 9:39 AM,Verbal Warning,Male,Moving Violation � Other,5600 S. Drexel,African American,Reckless driving,No
N/A,8/22/2018 10:54 AM,Verbal Warning,Male,Traffic Sign/Signal,5231 S. Harper,Caucasian,Disobeyed red light,No
One citation issued,8/22/2018 2:08 PM,Citation Issued,Female,Traffic Sign/Signal,1462 E. 53rd St,African American,Disobeyed red light,No
N/A,8/22/2018 5:54 PM,Verbal Warning,Male,Traffic Sign/Signal,5400 Lake Park,Hispanic,Failed to stop at light,No
N/A,8/22/2018 11:32 PM,Verbal Warning,Male,Lane Violation,5900 Cottage,African American,Improper Passing,No
N/A,8/23/2018 10:05 AM,Verbal Warning,Male,Traffic Sign/Signal,1300 E. Midway Plaisance,Hispanic,Disobeyed red light,No
N/A,8/23/2018 11:48 AM,Verbal Warning,Male,Lane Violation,1147 E. 55th St,Caucasian,Improper turn,No
N/A,8/23/2018 4:48 PM,Verbal Warning,Female,Lane Violation,5727 S. Kenwood  Avenue,Caucasian,Wrong way on one way road,No
N/A,8/23/2018 6:51 PM,Verbal Warning,Male,Traffic Sign/Signal,5500 University,African American,Failed to stop at light,No
N/A,8/23/2018 8:05 PM,Verbal Warning,Male,Equipment,5300 Woodlawn,African American,No headlights,No
N/A,8/24/2018 2:06 PM,Verbal Warning,Male,Traffic Sign/Signal,1200 E. 63rd Street,African American,Disobeying Traffic Control Signal,No
Two citations issued,8/24/2018 2:11 PM,Citation Issued,Female,Moving Violation � Other,929 E. Midway,African American,Failure to Yield Turning Left,No
N/A,8/24/2018 5:48 PM,Verbal Warning,Male,Speed,1500 E/B Midway Plaisance,African American,Speeding Over Statutory Limit,No
One citation issued,8/25/2018 3:58 PM,Citation Issued,Female,Traffic Sign/Signal,800 E Midway Plaisance,African American,"R/Sgt observed vehicle traveling at a high rate of speed, then travel through a red light",No
N/A,8/26/2018 2:32 AM,Verbal Warning,Male,Traffic Sign/Signal,5324 S. Blackstone,African American,Stop Sign Violation,No
N/A,8/26/2018 2:48 AM,Verbal Warning,Female,Speed,5500 S ELLIS,African American,Speed Violation,No
N/A,8/26/2018 6:25 PM,Verbal Warning,Male,Traffic Sign/Signal,5800 S. Woodlawn,African American,Red Light Violation,No
